concertNumber,Date,Location,Time,Venue,eventType,season,programID,orchestra,id
13407,1977-01-22T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,1648,New York Philharmonic,dc599495-0dfa-4db9-96c2-3ab0005e1996
13408,1977-01-25T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,1976-77,1648,New York Philharmonic,dc599495-0dfa-4db9-96c2-3ab0005e1996
13409,1977-01-27T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,1653,New York Philharmonic,83aad31a-8838-43d5-8146-e67936cbf344
13410,1977-01-28T05:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Subscription Season,1976-77,1653,New York Philharmonic,83aad31a-8838-43d5-8146-e67936cbf344
13411,1977-01-29T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,1653,New York Philharmonic,83aad31a-8838-43d5-8146-e67936cbf344
13412,1977-02-01T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,1976-77,1653,New York Philharmonic,83aad31a-8838-43d5-8146-e67936cbf344
13413,1977-01-29T05:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Young People's Concert,1976-77,6092,New York Philharmonic,5965b691-921e-49a0-9847-c28b06c2f6d3
13414,1977-02-03T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,6042,New York Philharmonic,5b425488-7bc3-4107-b7ca-c6977b3fd016
13415,1977-02-04T05:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Subscription Season,1976-77,6042,New York Philharmonic,5b425488-7bc3-4107-b7ca-c6977b3fd016
13416,1977-02-05T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,6042,New York Philharmonic,5b425488-7bc3-4107-b7ca-c6977b3fd016
13417,1977-02-08T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,1976-77,6042,New York Philharmonic,5b425488-7bc3-4107-b7ca-c6977b3fd016
13418,1977-02-04T05:00:00Z,"Manhattan, NY",8:00PM,Cooper Union,Prospective Encounters,1976-77,4348,Musicians from the New York Philharmonic,c27d9d6a-b60c-4e0f-ac77-5247f408c079
13419,1977-02-10T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,6044,New York Philharmonic,bea92d33-2e8b-408e-9639-c6c9cf6e04c4
13420,1977-02-11T05:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Subscription Season,1976-77,6044,New York Philharmonic,bea92d33-2e8b-408e-9639-c6c9cf6e04c4
13421,1977-02-12T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,6044,New York Philharmonic,bea92d33-2e8b-408e-9639-c6c9cf6e04c4
13422,1977-02-15T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,1976-77,6044,New York Philharmonic,bea92d33-2e8b-408e-9639-c6c9cf6e04c4
13423,1977-02-17T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,6045,New York Philharmonic,412f9d9a-cdba-4437-92e6-be295f6c0b22
13424,1977-02-18T05:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Subscription Season,1976-77,6045,New York Philharmonic,412f9d9a-cdba-4437-92e6-be295f6c0b22
13425,1977-02-19T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,6045,New York Philharmonic,412f9d9a-cdba-4437-92e6-be295f6c0b22
13426,1977-02-22T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,1976-77,6045,New York Philharmonic,412f9d9a-cdba-4437-92e6-be295f6c0b22
13427,1977-02-23T05:00:00Z,"Manhattan, NY",10:30AM,Avery Fisher Hall,Student Concert,1976-77,3043,New York Philharmonic,0f9c1605-4fd2-4156-85f0-fee3815d7eaf
13428,1977-02-24T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,6046,New York Philharmonic,2736c374-c034-4836-8faa-b11fa3eaed57
13429,1977-02-25T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,6046,New York Philharmonic,2736c374-c034-4836-8faa-b11fa3eaed57
13430,1977-02-26T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,6046,New York Philharmonic,2736c374-c034-4836-8faa-b11fa3eaed57
13431,1977-03-01T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,1976-77,6046,New York Philharmonic,2736c374-c034-4836-8faa-b11fa3eaed57
13432,1977-03-02T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Pension Fund Benefit Concert,1976-77,3009,New York Philharmonic,98f988bf-6075-4554-91fb-006db06dc17d
13433,1977-03-03T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,3010,New York Philharmonic,a2055be7-d6e1-419c-91cb-08672fb6c7d6
13434,1977-03-04T05:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Subscription Season,1976-77,3010,New York Philharmonic,a2055be7-d6e1-419c-91cb-08672fb6c7d6
13435,1977-03-05T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,3010,New York Philharmonic,a2055be7-d6e1-419c-91cb-08672fb6c7d6
13436,1977-03-08T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,1976-77,3010,New York Philharmonic,a2055be7-d6e1-419c-91cb-08672fb6c7d6
13437,1977-03-05T05:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Young People's Concert,1976-77,9,New York Philharmonic,3e0d0533-03ec-4215-8db1-5bdea5f57673
13438,1977-03-10T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,3011,New York Philharmonic,8cb113d8-2955-4303-a2a2-21fec7beeff9
13439,1977-03-11T05:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Subscription Season,1976-77,3011,New York Philharmonic,8cb113d8-2955-4303-a2a2-21fec7beeff9
13440,1977-03-12T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,3011,New York Philharmonic,8cb113d8-2955-4303-a2a2-21fec7beeff9
13441,1977-03-15T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,1976-77,3011,New York Philharmonic,8cb113d8-2955-4303-a2a2-21fec7beeff9
13442,1977-03-14T05:00:00Z,"Manhattan, NY",1:30PM,Avery Fisher Hall,Student Concert,1976-77,14,New York Philharmonic,388a1798-ad39-4321-a2be-98ad479f1ac5
13443,1977-03-17T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,3012,New York Philharmonic,5708d1a8-b521-4606-b54c-63b1cf6bf592
13444,1977-03-18T05:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Subscription Season,1976-77,3012,New York Philharmonic,5708d1a8-b521-4606-b54c-63b1cf6bf592
13445,1977-03-19T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,3012,New York Philharmonic,5708d1a8-b521-4606-b54c-63b1cf6bf592
13446,1977-03-22T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,1976-77,3012,New York Philharmonic,5708d1a8-b521-4606-b54c-63b1cf6bf592
13447,1977-03-23T05:00:00Z,"Manhattan, NY",10:30AM,Avery Fisher Hall,Student Concert,1976-77,21,New York Philharmonic,e5b1c6a8-8913-4eb7-bda2-a0e01f2aac30
13448,1977-03-24T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,3013,New York Philharmonic,7d4781d9-801d-4595-a13a-c9fc1eefa790
13449,1977-03-25T05:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Subscription Season,1976-77,3013,New York Philharmonic,7d4781d9-801d-4595-a13a-c9fc1eefa790
13450,1977-03-26T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,3013,New York Philharmonic,7d4781d9-801d-4595-a13a-c9fc1eefa790
13451,1977-03-29T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,1976-77,3013,New York Philharmonic,7d4781d9-801d-4595-a13a-c9fc1eefa790
13452,1977-03-30T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,3015,New York Philharmonic,8cbe6ff4-7f88-47df-a880-cd30f3e9fc4e
13453,1977-03-31T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,3015,New York Philharmonic,8cbe6ff4-7f88-47df-a880-cd30f3e9fc4e
13454,1977-04-01T05:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Subscription Season,1976-77,3015,New York Philharmonic,8cbe6ff4-7f88-47df-a880-cd30f3e9fc4e
13455,1977-04-02T05:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Young People's Concert,1976-77,4371,New York Philharmonic,86fa6df1-760f-44c1-a7b2-83b2470597fe
13456,1977-04-06T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,7338,New York Philharmonic,f31aa441-9750-459a-bc24-fccbede79f54
13457,1977-04-07T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,7338,New York Philharmonic,f31aa441-9750-459a-bc24-fccbede79f54
13458,1977-04-08T05:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Subscription Season,1976-77,7338,New York Philharmonic,f31aa441-9750-459a-bc24-fccbede79f54
13459,1977-04-09T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,7338,New York Philharmonic,f31aa441-9750-459a-bc24-fccbede79f54
13460,1977-04-12T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,1976-77,7338,New York Philharmonic,f31aa441-9750-459a-bc24-fccbede79f54
13461,1977-04-14T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,7341,New York Philharmonic,3bb1b325-d7ba-43c8-9416-4d52adf71b6d
13462,1977-04-15T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,7341,New York Philharmonic,3bb1b325-d7ba-43c8-9416-4d52adf71b6d
13463,1977-04-16T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,7341,New York Philharmonic,3bb1b325-d7ba-43c8-9416-4d52adf71b6d
13464,1977-04-19T05:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,1976-77,7344,New York Philharmonic,f113d62d-193b-44bc-8e32-92948d63b795
13465,1977-04-21T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,7348,New York Philharmonic,7240cd4d-849f-4bea-9972-005686fe2b4c
13466,1977-04-22T05:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Subscription Season,1976-77,7348,New York Philharmonic,7240cd4d-849f-4bea-9972-005686fe2b4c
13467,1977-04-23T05:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,7348,New York Philharmonic,7240cd4d-849f-4bea-9972-005686fe2b4c
13468,1977-04-26T04:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,1976-77,7348,New York Philharmonic,7240cd4d-849f-4bea-9972-005686fe2b4c
13469,1977-04-28T04:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,7353,New York Philharmonic,d18198e9-029d-4b28-b755-b39f1d5ef75a
13470,1977-04-29T04:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Subscription Season,1976-77,7353,New York Philharmonic,d18198e9-029d-4b28-b755-b39f1d5ef75a
13471,1977-04-30T04:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,7353,New York Philharmonic,d18198e9-029d-4b28-b755-b39f1d5ef75a
13472,1977-05-03T04:00:00Z,"Manhattan, NY",7:30PM,Avery Fisher Hall,Subscription Season,1976-77,7353,New York Philharmonic,d18198e9-029d-4b28-b755-b39f1d5ef75a
13473,1977-05-05T04:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,4335,New York Philharmonic,80f2fb55-7858-4211-b309-f08e6b77d749
13474,1977-05-06T04:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Subscription Season,1976-77,4335,New York Philharmonic,80f2fb55-7858-4211-b309-f08e6b77d749
13475,1977-05-07T04:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,4335,New York Philharmonic,80f2fb55-7858-4211-b309-f08e6b77d749
13476,1977-05-10T04:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,4335,New York Philharmonic,80f2fb55-7858-4211-b309-f08e6b77d749
13477,1977-05-12T04:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,4339,New York Philharmonic,a5f4c974-5d96-4af9-b582-2b5714248711
13478,1977-05-13T04:00:00Z,"Manhattan, NY",2:00PM,Avery Fisher Hall,Subscription Season,1976-77,4339,New York Philharmonic,a5f4c974-5d96-4af9-b582-2b5714248711
13479,1977-05-14T04:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Subscription Season,1976-77,4339,New York Philharmonic,a5f4c974-5d96-4af9-b582-2b5714248711
13480,1977-05-13T04:00:00Z,"Manhattan, NY",8:00PM,Cooper Union,Prospective Encounters,1976-77,2280,Musicians from the New York Philharmonic,b4c1b102-861c-4566-a3b7-0814ea80a296
13481,1977-05-18T04:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Promenade,1976-77,5705,New York Philharmonic,4e4bbb0f-b365-493e-befe-4642443c65c8
13482,1977-05-19T04:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Promenade,1976-77,5705,New York Philharmonic,4e4bbb0f-b365-493e-befe-4642443c65c8
13483,1977-05-20T04:00:00Z,"Manhattan, NY",8:30PM,Avery Fisher Hall,Promenade,1976-77,5710,New York Philharmonic,c400453e-1926-4bf9-9152-201c286ad8fd
